id,link,post_time,job_name,salary,place,job_nature,experience,education,job_number,job_kind,advantage,job_content,job_place,company_name,company_size,company_nature,company_industry,company_homepage,company_address,hot_score,job_safety_score,company_reputation_score,salary_level_score
4ea5b49ec285f3821ceb1406c978fb2c,http://m.58.com/bj/jiazhengbaojiexin/37466909109407x.shtml?utm_source=market&spm=u-LMiOofB2J9tMcKG.baidubaipin&pagefrom=baidubaipin,2019-05-04,招特勤安检人员,3000-6000,北京,全职,1-3年,初中,500人,家政/其他服务,五险一金;交通补助;加班补助;包住;包吃;周末双休;年底双薪;房补;话补;饭补,保安公司直招。绝不收取任何费用，不押身份证、不用体检、没有试用期。可直接带行李到上班单位，当天安排食宿上班。上班10天后可以预支工资，绝不会在发工资前没有零用钱直招不收费不是中介找工作的抓紧了公司直招，包吃包住，不收取任何费用。1，项目保安。主要负责明星演唱会，运动会、球赛、等大型中高端活动。2.市场保安，巡逻岗，门岗坐岗、,北京顺义建新11,北京军友保安服务有限公司,20人以下,民营,所属行业：商务服务业,http://jyba.china.b2b.cn//,北京市朝阳区大望路,17.0,20.0,18.0,14
61ce9f675bd7404957b5010b94ba9bb7,http://wap.jrzp.com/jobInfo.aspx?jid=1259822,2019-05-04T04:06:01,急聘销售双休,5000-8000,北京,全职,1-3年,大专,10人,商务专员/助理,五险一金;交通补助;员工旅游;带薪年假;通讯补贴,岗位职责:岗位需求1负责大兴区域的市场开发、客户维护和销售管理等工作；2了解客户需求，提供合适房源，进行商务谈判；3负责公司房源开发与积累，并与业主建立良好的业务协作关系；4制定自己的销售计划，完成部门销售指标，并按计划拜访客户和开发新客户。,北京大兴区北京市亦庄开发区宏达中路16号 北京嘉业兴城投资管理有限公司,北京嘉业兴城投资管理有限公司,100-499人,民营,所属行业：商务服务业,NULL,北京大兴区北京市亦庄开发区宏达中路16号,16.0,20.0,18.0,14
9dc1170349b460abcd88246f3501362e,http://m.lagou.com/jobs/5875170.html?utm_source=m_cf_seo_ald_wap,2019-05-04,招聘专员(北京互联企信信息技术有限公司),6000-8000,北京,全职,不限,不限,若干,人力资源,,【岗位职责】1.根据公司的发展战略，分析评估人力需求，制订公司招聘计划和实施方案；2.负责制定和完善公司招聘制度及流程，建立健全人才测评系统和人才库，及人才库日常维护；3.了解部门的招聘需求，并作出快速反应，及时为公司招聘到合适的人才；4.负责招聘数据的统计与分析，按时提供各类招聘报告；5.负责各类招聘渠道的拓展和维护，利用各种招聘渠道发布招聘广告，寻求招聘机构，充分利用各种招聘渠道满足公司的人才需求。【职位要求】1.教育背景：全日制本科或以上学历；英文口语流利；2.两年以上专职招聘工作相关经验，熟悉管理岗位的招聘内容；外企工作经历优先；3.熟悉企业的人力资源管理规章制度和国家的相关法律法规，了解行业内人才市场现状以及人力资源管理中人才招聘流程，掌握各岗位的招聘面试技能；4.工作积极主动，良好的人际理解与沟通能力，团队合作及领导能力，能在高压的情况下完成工作。***此岗位有可能为短期，根据实际业务量调整合同期限***Responsibilities:1.TakeownershipofEnglishprojectsrecruitment;2.Expandnewrecruitmentchannelstomeetthecompanybusinessdevelopmentrequirementsofthenewprojects;3Maintainanddevelopgoodrelationshipswithinternalclientsandexternalsupplierssuchaswebsiteandrecruitingvender;4.Ongoingoperationalmanagementsupportfordeliveryandtheteam.Requirements:1.Bachelordegree,1-2yearsexperienceinHRrecruitingarea;2.Solidinterviewandselectionskillsaremust;3.Havesystematicrecruitingconcept;5.Flexibleenough,withgoodpresentationandcommunicationskills;6.GoodcommandofEnglishbothoralandwritten,proficientPCskills,especiallyExcel,PPT.,中关村南三街6号中科资源大厦3层,北京互联企信信息技术有限公司,500-999人,1000-9999人,民营,所属行业：软件和信息技术服务业,NULL,知春路甲63号卫星大厦,17.0,20.0,18.0,16
af75dd6763ec06e857dd2f294fe91c97,http://m.58.com/bj/jiazhengbaojiexin/38003383374112x.shtml?utm_source=market&spm=u-LMiOofB2J9tMcKG.baidubaipin&pagefrom=baidubaipin,2019-05-04,招聘长期保安轻松事儿少,2600-5000,北京,全职,1-3年,初中,8人,家政/其他服务,加班补助;包住;包吃,一、招聘条件要求：年龄55岁以下身高165以上能吃苦耐劳，身体健康、思想积极向上退伍军人有经验者优先录用。不同项目，不同工作时间，可根据应聘者个人意愿合理分配，具体情况来时可面谈。二、工资待遇:保底工资2800-3500/月。每天工作8小时，干满15天可预支零花钱!三、福利待遇:1、公司免费提供吃住。2、公司为队员办理劳动保险。3、经本公司面试合格后免费发放四季服装、被褥。节假日发放过节礼品(例如:端午节发放粽子,中秋节发放月饼等等)。其它工作情况：1，听从个班队长安排工作，需要诚实肯干人员2、有事可随时请假不限时间，按时归队。3、服装被褥免费发放，入职没有任何费用，面试合格当天安排食宿。4、退伍军人或具有从业经验优先录取，可申请基层管理骨干队长，待遇从优。工作真实可靠，不收取任何费用及押金，不拖欠工资。面试地址：朝阳区高碑店,北京朝阳高碑店东区G区58,北京国威保安服务有限责任公司,1000-9999人,民营,所属行业：商务服务业,http://www.jindingbaoan.com,北京朝阳高碑店东区G区58,17.0,20.0,18.0,15
5d79b0c515e9336accb8617b9480a65c,https://3g.kq36.com/job/85236,2019-05-04,高薪招聘口腔执业医师,30000以上,北京,全职,不限,不限,2人,口腔科,五险;房补;餐补,高薪招聘口腔执业医师职位描述：有上进心。对病人和蔼。具体待遇面谈院长事务繁忙。可以打电话联系13717641880。。<br/>更多职位上康强医疗人才网www.kq36.com,北京市朝阳区大屯路南沙滩38号楼—层,北京长村口腔门诊部（普通合伙）,11-20,民营/其它,医疗|健身|环保|化工,NULL,北京市朝阳区大屯路南沙滩38号楼—层,16.0,20.0,18.0,20
36167d20611b08a009b978b3fb61fc37,http://m.lagou.com/jobs/5875106.html?utm_source=m_cf_seo_ald_wap,2019-05-04,招聘专员(北京忧客商贸有限公司),8000-15000,北京,全职,1-3年,大专,若干,人力资源,,职位描述：1、招聘经验丰富，根据职位要求，进行职位要点整理，能快速理解各种类型职位、抓住职位痛点、精准搜寻候选人，制定访寻方向和访寻方式，积累候选人资源；2、积极了解互联网地图行业现状，根据任职要求和标准，能独立mapping对标公司；3、对候选人进行沟通，评估，推荐，全程跟进各职位全部招聘流程并跟踪面试反馈；4、协调offer，以及入职后一系列的后续工作5、新员工的培训和指导，辅助新员工完成case。任职要求：1、HR相关专业大专及以上学历；2、熟练掌握多种招聘面试技巧；3、1年以上招聘模块工作经验或猎头工作经验，熟练独立做招聘报表输出；4、高情商，优秀的沟通力、理解力、观察力及组织协调力。,酒仙桥,北京忧客商贸有限公司,100-499人,民营,所属行业：零售业,NULL,NULL,17.0,20.0,18.0,18
d2bc4e2e2b86d54d5a8c23534c243a28,http://3g.ganji.com/bj_zpjiudiancanyin/3625706938x?from=baidu_open&ca_n=baidu_open_zhaopin_001&ca_s=tg_baidu&wapadprurl2=adurl,2019-05-04,北京小费最高的KTV招聘晚班服务员,20000以上,北京,全职,不限,不限,30人,美容/健身/休闲娱乐,,职位招聘：服务员;职​‌‌位性别：（女）;职位年龄：18岁-28岁;职位身高：净身高1.65cm以上（漂亮可放宽到160cm）;展开全部,北京朝阳亚运村北辰东路五洲风情,北京享缘酒店管理中心（普通合伙）,100-499人,民营,所属行业：住宿业,NULL,NULL,17.0,14.0,16.0,20
d0747d6507d65f0e1433b7385ea629c4,http://m.58.com/bj/jiazhengbaojiexin/37467008738575x.shtml?utm_source=market&spm=u-LMiOofB2J9tMcKG.baidubaipin&pagefrom=baidubaipin,2019-05-04,世博会单位直招,3000-6000,北京,全职,1-3年,初中,50人,家政/其他服务,五险一金;交通补助;加班补助;包住;包吃;周末双休;年底双薪;房补;话补;饭补,公司直招不收费任何费用保证工资，有意者可来面试工资每个月15到25号.现在好多中介打着高薪的幌子以各种理由收费，请大家勿盲目相信高薪保安职位，入职当天可安排吃住，没钱的队长会帮忙买吃饭洗漱用品，做满一个礼拜可预支工资，一个礼拜之内可随自己意愿调换单位直到满意，人性化管理。期待您的加入！公司规模强大，300多个单位，无论你想找什么样的单位，都能安排合适你的单位！1.工作单位有大厦，商场，写字楼，小区，旅游区，大学，别墅区博览会保安等等。2.工资真实，准时发放，3000到6000绝不拖欠，不收取任何费用当天安排食宿，没有培训当天面试可安排直接上岗。3、身高170以上，45岁以下晋升通道：公司量才而用有能力提升为班长、队长、项目经理，期待有识之士您的加入。4、带好本人的洗漱用品和随身行李，以及合法的二代身份证，服装被褥公司免费提供。5、公司规模6000多人，公司升职空间大，望广大朋友选择正规公司，保证你们的工资，跟你们提供一个良好的发展平台，才是最重要的。,北京顺义中央别墅区,北京军友保安服务有限公司,20人以下,民营,所属行业：商务服务业,http://jyba.china.b2b.cn//,北京市朝阳区大望路,17.0,20.0,18.0,12
9b7ba029f29ae61424728e6a4b703ee6,http://3g.ganji.com/bj_zpjiudiancanyin/3625608835x?from=baidu_open&ca_n=baidu_open_zhaopin_001&ca_s=tg_baidu&wapadprurl2=adurl,2019-05-04,北京高端KTV招聘服务员,20000以上,北京,全职,不限,不限,30人,美容/健身/休闲娱乐,,北京高端KTV招聘模特服务员;1.面试要求：女，18-26岁;身高165cm以上,形象好,气质佳,身材标准,五官端正,无不良嗜好;展开全部,北京朝阳亚运村北辰东路五洲风情,北京享缘酒店管理中心（普通合伙）,100-499人,民营,所属行业：住宿业,NULL,NULL,17.0,14.0,16.0,20
eb1f4f1382afad1b9a67a198d355d5d0,http://zhaopin.baidu.com/10111336134,2019-05-04,礼仪模特,8000-15000,北京,全职,不限,不限,10,公关,五险一金;通讯补贴,职位描述:联系人赵经理电话：15701263680（1）性格开朗，有无经验均可;2，身高160以上，学业不限，五官端正，身材均匀，服从管理;3，公司直招不收取任何押金;（1）面试之前必须电话预约，以便安排工作及接待！;展开全部,花园东路30号,北京遇真文化传播有限公司,20,个人企业,所属行业：文化艺术业,NULL,北京市怀柔区杨宋镇凤翔东大街9号A座2781室,12,20.0,18.0,12
d37bf6e5e28efbba41ea306ea44a65cd,http://zhaopin.baidu.com/10111327800,2019-05-04,4500直聘辅警员巡防员男女保安员包食宿,3000-5000,北京,全职,不限,不限,60,家政/安保,包住;带薪年假;医疗保险;交通补贴;餐补;年底双薪;加班补助;通讯补贴;年度旅游;交通便利,职位描述:郑重承诺:公司为国企保安公司，入职前后绝不收任何费用及押金，无培训，无试用期，工资每月20号准时打卡，离职前半月打辞职人走帐清，提醒大家警惕高新招聘。;一、工作去向：;1、北京及周遍地区：金融机构、外资企业、企事业单位及政府机构，城管队、派出所、银行、学校商场、公交、地铁乘务员、物业小区、公园别墅、体育场写字楼等..;2、北京市各个城区可根据个人意愿就近分配工作单位，如有单位环境不适应可自由调换。;展开全部,北京市各个城区就近分配,北京市保安服务总公司国都保安分公司,1000-9999人,个人企业,所属行业：商务服务业,NULL,北京市丰台区成寿寺路23号楼311室,17.0,20.0,18.0,12
f79e8aae7cb20701ca650586a1e3f892,http://zhaopin.baidu.com/10111349788,2019-05-04,迎宾模特礼仪接待,10000-15000,北京,全职,不限,不限,10,酒店,交通补贴;餐补,职位描述:一、招聘要求：女性，工作认真，有责任心，有上进心，有良好的服务意识。;二、善于沟通，与无经验均可，无工作经验可免费培训，带薪学习。;展开全部,高碑店乡西店村37号楼10号一层,北京九天久文化传媒有限公司,100,个人企业,所属行业：文化艺术业,NULL,北京市朝阳区高碑店乡西店村37号楼10号一层,12,20.0,18.0,12
f14a830cd339fc636b41cff0b024c4de,https://3g.kq36.com/job/1799056,2019-05-04,中医医生,4500-6000,北京,全职,不限,不限,1人,中医科,绩效奖金,中医医生职位描述：有中医执业医师资格证，能注册到本单位，<br/>更多职位上康强医疗人才网www.kq36.com,北京市昌平区,北京市昌平区北七家镇海鶄落村卫生室,NULL,其他,医疗|健身|环保|化工,NULL,北京市昌平区,16.0,20.0,18.0,13
9c9cf6a5c37c8b75ebd8716ad854cba4,http://m.job1001.com/jobdetail_53021575.htm?fromtype=baidu_3g,2019-05-04,总裁助理,5000-10000,北京,全职,应届生,本科,若干,行政专员/助理,,岗位要求：1、工程管理类或相关专业，本科及以上学历，应届生或1年工作经验。2、负责公司总裁日常事务处理，协调各方关系，市场开发及行业研究。3、沟通交流能力强，头脑灵活，有一定公文经验或客户经验。4、形象气质佳，稳重踏实。5、有志于在建筑类、园林行业长期发展。,北京通州区,鑫地集团,500-999人,股份公司,人事|行政|高级管理,NULL,回龙观体育公园西门（龙悦酒店东侧）综合办公楼四层,14.0,20.0,18.0,12
ff9bb021e9d8abd54daf72e97dcc79d3,http://wap.jrzp.com/jobInfo.aspx?jid=1281066,2019-05-04T04:14:14,北京中关村人才市场招聘会4月专场,面议,北京,全职,1-3年,初中,1人,营销总监,,岗位职责:北京创想人才市场每周二、三、四、五、六、日定期举办招聘会4月安排4月02日周二北京英才网热门行业综合招聘会赠送简历600份4月03日周三物业、酒店餐饮行业招聘会4月09日周二北京英才网热门行业综合招聘会赠送简历600份4月10日周三物业、酒店餐饮行业招聘会4月11日周四北京销售、市场营销专场招聘会4月12日周五2019年第12届京津冀大学生人才招聘会4月13日周六金色职场大综合人才招聘会推荐场次提供餐饮680元4月16日周二北京英才网热门行业综合招聘会赠送简历600份4月17日周三物业、酒店餐饮行业招聘会4月18日周四北京销售、市场营销专场招聘会4月19日周五IT电子云计算大数据人工智能互联网,北京朝阳区朝阳区北三环东路6号中国国际展览中心 北京汇众时代人力资源咨询有限公司,北京汇众时代人力资源咨询有限公司,100-499人,民营,所属行业：商务服务业,NULL,北京朝阳区朝阳区北三环东路6号中国国际展览中心,17.0,20.0,18.0,12
322fe68f8983ed807642c900dea8fbf8,http://zhaopin.baidu.com/10111332136,2019-05-04,理货员急招包吃住交五险一金,8500-15000,北京,全职,1-2年,不限,12,超市/销售,五险一金;定期体检;包住;带薪年假;医疗保险;年底双薪,职位描述:报名方式：有意向者请直接来电联系招聘经理咨询了解预约;方经理；152-2114-3915;展开全部,货运码头,上海犇途国际货运代理有限公司,100,个人企业,所属行业：装卸搬运和运输代理业,NULL,上海市奉贤区南虹路5,9,15号9幢529室,17.0,20.0,18.0,12
d546ff299abc82cf25af6aefb2bbf054,http://m.job1001.com/jobdetail_53005265.htm?fromtype=baidu_3g,2019-05-04,资料员,5000-7000,北京,全职,应届生,大专,若干,资料员,,1、负责工程项目的资料整理、汇编存档，以及计量资料的上报。2、具有良好的执行能力及沟通能力。吃苦耐劳、品行端正。3、招聘公路、市政道路及综合管线工程专业4、全日制大专及以上学历，工程相关专业；一年以上施工现场数据管理工作经验，能独立完成一整套公路施工资料、竣工资料的收集和整理；熟悉公路工程验收流程；熟练使用CAD、WORD、EXCEL等绘图及办公软件,北京大兴区,北京富华鑫晟路桥建设有限公司,1-49人,股份公司,所属行业：土木工程建筑业,NULL,北京市大兴区魏善庄镇,16.0,20.0,18.0,17
987f95df88d8763cdced3343b76caf82,http://zhaopin.baidu.com/10111333190,2019-05-04,急招搬运工包吃住交五险一金,8500-15000,北京,全职,不限,不限,12,物流/仓储,五险一金;定期体检;带薪年假;医疗保险;年底双薪;包吃住,职位描述:报名方式：有意向者请直接来电联系招聘经理咨询了解预约;方经理；152-2114-3915;展开全部,货运码头,上海犇途国际货运代理有限公司,100,个人企业,所属行业：装卸搬运和运输代理业,NULL,上海市奉贤区南虹路5,9,15号9幢529室,18.0,20.0,18.0,12
08d39f713db9176d02ca2182ca5ac2a3,http://m.job1001.com/jobdetail_52928908.htm?fromtype=baidu_3g,2019-05-04,热机技术员,8000-12000,北京,全职,3-5年,大专,若干,技术负责人,,岗位职责：1、管道安装图纸审核、计算工程量2、编制投标文件3、编制施工方案。任职要求：1、3年以上工作经验，热力、市政及建筑施工相关类经验优先考虑2、熟悉相关行业规范，有一定的施组、方案编写能力3、有建造师、职称等优先考虑,北京西城区,北京正坤市政,50-99人,民营,普工|技工|生产|机械,NULL,北京市西城区广义街5号广益大厦A702,19.0,20.0,18.0,20
c0527140b1e30227765001e821a009f5,http://m.lagou.com/jobs/5874707.html?utm_source=m_cf_seo_ald_wap,2019-05-04,插画师(北京亿卷征图文化传媒有限公司),8000-15000,北京,全职,3-5年,本科,若干,原画|美术|特效,,岗位职责：1.负责童书绘画内容的创作；职位要求：1.热爱童书，大量阅读童书并有较深的理解和想法；3.具有较好的文字理解能力，并有较好的绘画创意能力；4.画风不拘一格，可根据内容创作出较好的表现形式，有相关图书创作经验者优先；5.本科及以上学历，动漫、原画、插画等美术绘画专业毕业者优先；6.需提交个人的作品或相关的资料，发到yaoqimymy@163.com。,黄寺大街26号4号楼1201,北京亿卷征图文化传媒有限公司,20-99人,民营,所属行业：文化艺术业,NULL,NULL,15.0,20.0,18.0,12
75a4731763db8e4eed0193bc768d0587,http://zhaopin.baidu.com/10111331937,2019-05-04,急招普工搬运工月薪过万包吃住,8500-15000,北京,全职,不限,不限,12,普工/技工,五险一金;定期体检;包住;带薪年假;医疗保险;年底双薪,职位描述:报名方式：有意向者请直接来电联系招聘经理咨询了解预约;方经理；152-2114-3915;展开全部,货运码头,上海犇途国际货运代理有限公司,100,个人企业,所属行业：装卸搬运和运输代理业,NULL,上海市奉贤区南虹路5,9,15号9幢529室,18.0,20.0,18.0,12
fd755ac133b019f66181b591c38ce8cb,http://m.lagou.com/jobs/5874786.html?utm_source=m_cf_seo_ald_wap,2019-05-04,营销文案策划(北京物灵科技有限公司),10000-18000,北京,全职,1-3年,本科,若干,编辑,七险一金;定期体检;带薪年假;年终分红;技术大牛;福利待遇好;餐补,职责描述：1、负责公司以及产品品牌包装推广，宣传文案撰写，卖点梳理等电商销售文案支持；2、了解行业动态，对热点事件或国家政策高度敏感，结合产品卖点策划营销方案并落地执行；3、策划与跟进异业合作方案，实施跨界营销，完成与合作伙伴的资源整合。4、与内容团队配合新媒体运营，挖掘创意亮点，撰写创意文案，产出有吸引力的创意内容和文字故事；5、维护媒体关系，撰写深度稿件，包括行业稿件、媒体评测稿、产品稿件等，结合营销匹配相应传播策略与渠道；任职要求：1、本科或以上学历，2年以上市场工作经验，文笔佳，市场营销相关专业优先；2、思路清晰，具备品牌故事、品牌文化、品牌宣传文案的撰写工作和文字包装能力；3、热爱教育行业，有较快的内容创意和执行能力；4、母婴行业资源，有较好的策划并执行过教育硬件产品专题活动经验者优先；5、思维敏捷、责任心强，具有良好的语言表达能力和沟通能力。,望京融科望京中心B座1601,北京物灵科技有限公司,100-499人,民营,销售|市场|客服|公关,NULL,北京北京朝阳区望京融科望京中心B座1601,17.0,20.0,18.0,16
